name,released_at,genre,streaming_on,country,type,content_rating,imdb_rating,number_of_seasons,cast_and_crew
Destiny in Space,1/17/1994,"Animation, Documentary",Hulu,America,Movie,,10-Jul,,"[{'name': 'Ben Burtt', 'description': 'director'}, {'name': 'Gail Singer', 'description': 'director'}, {'name': 'James Neihouse', 'description': 'director'}, {'name': 'Phyllis Ferguson', 'description': 'director'}, {'name': 'Leonard Nimoy', 'description': 'actor'}, {'name': 'Graeme Ferguson', 'description': 'actor'}, {'name': 'Toni Myers', 'description': 'author'}, {'name': 'Maribeth Solomon', 'description': 'actor'}, {'name': 'Micky Erbe', 'description': 'actor'}]"
Love in Store,2/22/2020,"Drama, Romance","Hallmark Movies Now, Prime Video",America,Movie,All (G),6.4/10,,"[{'name': 'Paul Ziller', 'description': 'director'}, {'name': 'Alexandra Breckenridge', 'description': 'actor'}, {'name': 'Robert Buckley', 'description': 'actor'}, {'name': 'Lisa Chandler', 'description': 'actor'}, {'name': 'Jackée Harry', 'description': 'actor'}, {'name': 'Carlo Marks', 'description': 'actor'}, {'name': 'Naika Toussaint', 'description': 'actor'}, {'name': 'Holly Dignard', 'description': 'actor'}, {'name': 'Fiona Vroom', 'description': 'actor'}, {'name': 'Eric Gustafsson', 'description': 'actor'}, {'name': 'Anita Brown', 'description': 'actor'}, {'name': 'Jenny Mitchell', 'description': 'actor'}, {'name': 'Terence Kelly', 'description': 'actor'}, {'name': 'Cole Jackson', 'description': 'actor'}, {'name': 'Jake Ennis', 'description': 'actor'}, {'name': 'Dion Riley', 'description': 'actor'}, {'name': 'Jake Foy', 'description': 'actor'}, {'name': 'Trevor Hinton', 'description': 'actor'}, {'name': 'Kate Boutilier', 'description': 'actor'}, {'name': 'Chelsea de Puyjalon', 'description': 'actor'}, {'name': 'Emma Rendell', 'description': 'actor'}, {'name': 'Chris Wood', 'description': 'actor'}, {'name': 'Joie Botkin', 'description': 'author'}]"
Chasing,4/14/2021,"Action & Adventure, Crime","Prime Video, Prime Video",India,Movie,,,,"[{'name': 'K. Veerakumar', 'description': 'director'}, {'name': 'Varalaxmi Sarathkumar', 'description': 'actor'}, {'name': 'Balasaravanan', 'description': 'actor'}, {'name': 'Imman Annachi', 'description': 'actor'}, {'name': 'Super Subbarayan', 'description': 'actor'}, {'name': 'Mathialagan Muniandy', 'description': 'actor'}, {'name': 'Sona Heiden', 'description': 'actor'}, {'name': 'Mathialagan Muniandy', 'description': 'actor'}, {'name': 'K. Veerakumar', 'description': 'author'}]"
Zaytoun,10/14/2012,"Drama, Action & Adventure","Free Services, Prime Video",Israel,Movie,,6.6/10,,"[{'name': 'Eran Riklis', 'description': 'director'}, {'name': 'Stephen Dorff', 'description': 'actor'}, {'name': 'Ashraf Barhom', 'description': 'actor'}, {'name': 'Alice Taglioni', 'description': 'actor'}, {'name': 'Abdallah El Akal', 'description': 'actor'}, {'name': 'Loai Nofi', 'description': 'actor'}, {'name': 'Tarik Copti', 'description': 'actor'}, {'name': 'Jony Arbid', 'description': 'actor'}, {'name': 'Mira Awad', 'description': 'actor'}, {'name': 'Eitan Londner', 'description': 'actor'}, {'name': 'Morad Hasan', 'description': 'actor'}, {'name': 'Ashraf Farah', 'description': 'actor'}, {'name': 'Nidal Badarny', 'description': 'actor'}, {'name': 'Adham Abu Aqel', 'description': 'actor'}, {'name': 'Osamah Khoury', 'description': 'actor'}, {'name': 'Michil Khoury', 'description': 'actor'}, {'name': 'Ali Suliman', 'description': 'actor'}, {'name': 'Doraid Liddawi', 'description': 'actor'}, {'name': 'Hezi Gangina', 'description': 'actor'}, {'name': 'Nader Rizq', 'description': 'author'}]"
Jojo Rabbit,10/18/2019,"Comedy, Drama",Prime Video ,Czechia,Movie,13+ (PG-13),7.9/10,,"[{'name': 'Taika Waititi', 'description': 'director'}, {'name': 'Roman Griffin Davis', 'description': 'actor'}, {'name': 'Thomasin McKenzie', 'description': 'actor'}, {'name': 'Scarlett Johansson', 'description': 'actor'}, {'name': 'Taika Waititi', 'description': 'actor'}, {'name': 'Sam Rockwell', 'description': 'actor'}, {'name': 'Rebel Wilson', 'description': 'actor'}, {'name': 'Alfie Allen', 'description': 'actor'}, {'name': 'Stephen Merchant', 'description': 'actor'}, {'name': 'Archie Yates', 'description': 'actor'}, {'name': 'Luke Brandon Field', 'description': 'actor'}, {'name': 'Joe Weintraub', 'description': 'actor'}, {'name': 'Brian Caspe', 'description': 'actor'}, {'name': 'James McVan', 'description': 'actor'}, {'name': 'Judith Georgi', 'description': 'actor'}, {'name': 'Victoria Hogan', 'description': 'actor'}, {'name': 'Bethany Adams', 'description': 'actor'}, {'name': 'Iva Šindelková', 'description': 'actor'}, {'name': 'Matej Seifert', 'description': 'actor'}, {'name': 'Trish Osmond', 'description': 'actor'}, {'name': 'Odeta Cali', 'description': 'actor'}, {'name': 'Samuel Bogner', 'description': 'actor'}, {'name': 'Carthew Neal', 'description': 'actor'}, {'name': 'Chelsea Winstanley', 'description': 'actor'}]"
A Tale to Tell,12/25/2020,Musical,Prime Video ,,Movie,,8.5/10,,[]
End of Days,11/24/1999,"Action & Adventure, Mystery","Starz, Prime Video",America,Movie,18+ (R),5.8/10,,"[{'name': 'Peter Hyams', 'description': 'director'}, {'name': 'Arnold Schwarzenegger', 'description': 'actor'}, {'name': 'Gabriel Byrne', 'description': 'actor'}, {'name': 'Robin Tunney', 'description': 'actor'}, {'name': 'Kevin Pollak', 'description': 'actor'}, {'name': 'CCH Pounder', 'description': 'actor'}, {'name': ""Derrick O'Connor"", 'description': 'actor'}, {'name': 'David Weisenberg', 'description': 'actor'}, {'name': 'Rainer Judd', 'description': 'actor'}, {'name': 'Miriam Margolyes', 'description': 'actor'}, {'name': 'Udo Kier', 'description': 'actor'}, {'name': 'Luciano Miele', 'description': 'actor'}, {'name': ""Michael O'Hagan"", 'description': 'actor'}, {'name': 'Mark Margolis', 'description': 'actor'}, {'name': 'Jack Shearer', 'description': 'actor'}, {'name': 'Rod Steiger', 'description': 'actor'}, {'name': 'Eve Sigall', 'description': 'actor'}, {'name': 'Victor Varnado', 'description': 'actor'}, {'name': 'Robert Lesser', 'description': 'actor'}, {'name': 'Lloyd Garroway', 'description': 'actor'}, {'name': 'Gary Anthony Williams', 'description': 'actor'}, {'name': 'John Nielsen', 'description': 'actor'}, {'name': 'Armyan Bernstein', 'description': 'actor'}, {'name': 'Bill Borden', 'description': 'actor'}]"
Fetching,1/1/2013,Comedy,Free Services,,Movie,,6.3/10,,[]
Muthukku Muthaaga,3/18/2011,"Drama, Family",Prime Video ,India,Movie,,8.1/10,,"[{'name': 'Rasu Mathuravan', 'description': 'director'}, {'name': 'Harish Kumar', 'description': 'actor'}, {'name': 'Saranya Ponvannan', 'description': 'actor'}, {'name': 'Vikranth', 'description': 'actor'}, {'name': 'Natarajan Subramaniam', 'description': 'actor'}, {'name': 'Ilavarasu', 'description': 'actor'}, {'name': 'Oviya Helen', 'description': 'actor'}, {'name': 'Monica', 'description': 'actor'}, {'name': 'Singampuli', 'description': 'actor'}, {'name': 'Sujibala', 'description': 'actor'}, {'name': 'Varshini', 'description': 'actor'}, {'name': 'Prakash Chandra', 'description': 'actor'}, {'name': 'Veera Samar', 'description': 'actor'}, {'name': 'Rasu Mathuravan', 'description': 'actor'}, {'name': 'Rasu Mathuravan', 'description': 'author'}]"
Backlash,1/1/2006,"Action & Adventure, Thriller",Free Services,America,Movie,18+ (R),3.2/10,,"[{'name': 'David Chameides', 'description': 'director'}, {'name': 'Suzanne Karseras', 'description': 'actor'}, {'name': 'Kevin Levrone', 'description': 'actor'}, {'name': 'Danielle Burgio', 'description': 'actor'}, {'name': 'Lauren Mary Kim', 'description': 'actor'}, {'name': 'Bas Rutten', 'description': 'actor'}, {'name': 'G. Anthony Joseph', 'description': 'actor'}, {'name': 'Caitlin McKenna-Wilkinson', 'description': 'author'}]"
Just a Boys' Game,11/8/1979,"Drama, Comedy",BritBox,United Kingdom,Movie,,10-Aug,,"[{'name': 'John Mackenzie', 'description': 'director'}, {'name': 'Frankie Miller', 'description': 'actor'}, {'name': 'Ken Hutchison', 'description': 'actor'}, {'name': 'Gregor Fisher', 'description': 'actor'}, {'name': 'Jean Taylor Smith', 'description': 'actor'}, {'name': 'Hector Nicol', 'description': 'actor'}, {'name': 'Katherine Stark', 'description': 'actor'}, {'name': 'Jan Wilson', 'description': 'actor'}, {'name': 'Jim Byars', 'description': 'actor'}, {'name': 'Billy Greenlees', 'description': 'actor'}, {'name': 'John Murtagh', 'description': 'actor'}, {'name': 'Gaylie Runciman', 'description': 'actor'}, {'name': 'Billy Riddoch', 'description': 'actor'}, {'name': 'Sandy West', 'description': 'actor'}, {'name': 'Irene Sunters', 'description': 'actor'}, {'name': 'Martin Cochrane', 'description': 'actor'}, {'name': 'Elaine Collins', 'description': 'actor'}, {'name': 'Freddie Boardley', 'description': 'actor'}, {'name': 'Michael Malone', 'description': 'actor'}, {'name': 'James Morrison', 'description': 'actor'}, {'name': 'Hamish Taylor', 'description': 'actor'}, {'name': 'Eddie Kane', 'description': 'actor'}, {'name': 'Richard Eyre', 'description': 'actor'}, {'name': 'Peter McDougall', 'description': 'author'}]"
My Favorite Shapes by Julio Torres,8/10/2019,"Stand-up & Talk, Comedy","HBO MAX, Prime Video",America,Movie,16+,6.6/10,,"[{'name': 'Dave McCary', 'description': 'director'}, {'name': 'Julio Torres', 'description': 'actor'}, {'name': 'Emma Stone', 'description': 'actor'}, {'name': 'Ryan Gosling', 'description': 'actor'}, {'name': 'Lin-Manuel Miranda', 'description': 'actor'}, {'name': 'Julio Torres', 'description': 'author'}]"
27: Gone Too Soon,3/26/2018,Documentary,"Free Services, Prime Video",United Kingdom,Movie,7+ (PG),4.9/10,,"[{'name': 'Simon Napier-Bell', 'description': 'director'}, {'name': 'Steve Blame', 'description': 'actor'}, {'name': 'Barney Hoskyns', 'description': 'actor'}, {'name': 'Chris Salewicz', 'description': 'actor'}, {'name': 'Dan Gillespie Sells', 'description': 'actor'}, {'name': 'Dylan Jones', 'description': 'actor'}, {'name': 'Keith Cameron', 'description': 'actor'}, {'name': ""Mick O'Shea"", 'description': 'actor'}, {'name': 'Olly Alexander', 'description': 'actor'}, {'name': 'Paul Gambaccini', 'description': 'actor'}, {'name': 'Peter Jenner', 'description': 'actor'}, {'name': 'Tom Robinson', 'description': 'actor'}, {'name': 'Tris Penna', 'description': 'actor'}, {'name': 'Ann Robinson', 'description': 'actor'}, {'name': 'Brian Jones', 'description': 'actor'}, {'name': 'Jimi Hendrix', 'description': 'actor'}, {'name': 'Janis Joplin', 'description': 'actor'}, {'name': 'Jim Morrison', 'description': 'actor'}, {'name': 'Kurt Cobain', 'description': 'actor'}, {'name': 'Amy Winehouse', 'description': 'actor'}, {'name': 'Gary Numan', 'description': 'actor'}, {'name': 'Simon Napier-Bell', 'description': 'author'}]"
The Woman Who Dared,2/3/1944,Drama,The Criterion Channel,France,Movie,,7.2/10,,"[{'name': 'Jean Grémillon', 'description': 'director'}, {'name': 'Madeleine Renaud', 'description': 'actor'}, {'name': 'Charles Vanel', 'description': 'actor'}, {'name': 'Anne Vandène', 'description': 'actor'}, {'name': 'Jean Debucourt', 'description': 'actor'}, {'name': 'Raymonde Vernay', 'description': 'actor'}, {'name': 'Anne-Marie Labaye', 'description': 'actor'}, {'name': 'Albert Rémy', 'description': 'actor'}, {'name': 'Léonce Corne', 'description': 'actor'}, {'name': 'Robert Le Fort', 'description': 'actor'}, {'name': 'Jacques Beauvais', 'description': 'actor'}, {'name': 'Michel François', 'description': 'actor'}, {'name': 'Raoul Marco', 'description': 'actor'}, {'name': 'Gaston Mauger', 'description': 'actor'}, {'name': 'Paul Demange', 'description': 'actor'}, {'name': 'Henry Houry', 'description': 'actor'}, {'name': 'Fernand Blot', 'description': 'actor'}, {'name': 'Marius David', 'description': 'actor'}, {'name': 'Bernard La Jarrige', 'description': 'actor'}, {'name': 'Marcel Laporte', 'description': 'actor'}, {'name': 'Pierre Leproux', 'description': 'actor'}, {'name': 'Georges Sellier', 'description': 'actor'}, {'name': 'Raoul Ploquin', 'description': 'actor'}, {'name': 'Albert Valentin', 'description': 'author'}]"
The White House: Inside the Gates,3/9/2004,Documentary,Free Services,,Movie,,,,[]
Lost River: Lincoln's Secret Weapon,1/10/2010,History,"Free Services, Prime Video",America,Movie,,10-Jun,,"[{'name': 'Jason Urban', 'description': 'director'}, {'name': 'Tami Sutton', 'description': 'actor'}, {'name': 'Fritz Klein', 'description': 'actor'}, {'name': 'James Reeves', 'description': 'actor'}, {'name': 'Joe Jones', 'description': 'actor'}, {'name': 'Jason Urban', 'description': 'actor'}, {'name': 'Joe Dunlap', 'description': 'actor'}, {'name': 'Bruce Bridegroom', 'description': 'actor'}, {'name': 'Bruce Bridegroom', 'description': 'author'}]"
Miss Meadows,9/12/2014,"Comedy, Drama","Free Services, Prime Video",America,Movie,,5.7/10,,"[{'name': 'Karen Leigh Hopkins', 'description': 'director'}, {'name': 'Katie Holmes', 'description': 'actor'}, {'name': 'James Badge Dale', 'description': 'actor'}, {'name': 'Callan Mulvey', 'description': 'actor'}, {'name': 'Mary Kay Place', 'description': 'actor'}, {'name': 'Saidah Arrika Ekulona', 'description': 'actor'}, {'name': 'James Landry Hébert', 'description': 'actor'}, {'name': 'Kate Linder', 'description': 'actor'}, {'name': 'Stephen Bishop', 'description': 'actor'}, {'name': 'Jean Smart', 'description': 'actor'}, {'name': 'Harry Zinn', 'description': 'actor'}, {'name': 'Joe Fishel', 'description': 'actor'}, {'name': 'Ava Kolker', 'description': 'actor'}, {'name': 'James Keane', 'description': 'actor'}, {'name': 'Graham Beckel', 'description': 'actor'}, {'name': 'Gregory Allen Smith', 'description': 'actor'}, {'name': 'Anna Moravcik', 'description': 'actor'}, {'name': 'Tyler Corbet', 'description': 'actor'}, {'name': 'Milly Hopkins', 'description': 'actor'}, {'name': 'Charlotte Labadie', 'description': 'actor'}, {'name': 'Aubree Stone', 'description': 'actor'}, {'name': 'Amy Kravockuck', 'description': 'actor'}, {'name': 'Eric Brenner', 'description': 'actor'}, {'name': 'Rob Carliner', 'description': 'actor'}]"
Cinema Bandi,5/14/2021,"Drama, Comedy",Netflix,India,Movie,All (G),7.9/10,,"[{'name': 'Praveen Kandregula', 'description': 'director'}, {'name': 'Sirivennela Yanamandhala', 'description': 'actor'}, {'name': 'Sandeep Varanasi', 'description': 'actor'}, {'name': 'Trishara', 'description': 'actor'}, {'name': 'Sindhu Sreenivasa Murthy', 'description': 'actor'}, {'name': 'Munivenkatapa', 'description': 'actor'}, {'name': 'Uma Yg', 'description': 'actor'}, {'name': 'Vikas Vasistha', 'description': 'actor'}, {'name': 'Rag Mayur', 'description': 'actor'}, {'name': 'Krishna D.K.', 'description': 'actor'}, {'name': 'Raj Nidimoru', 'description': 'actor'}, {'name': 'Krishna Prathyusha', 'description': 'author'}, {'name': 'Praveen Kandregula', 'description': 'author'}, {'name': 'Vasanth Maringanti', 'description': 'author'}, {'name': 'Sirish Satyavolu', 'description': 'actor'}]"
Father Figures,12/21/2017,"Sport, Comedy","Free Services, Prime Video",America,Movie,18+ (R),5.5/10,,"[{'name': 'Lawrence Sher', 'description': 'director'}, {'name': 'Owen Wilson', 'description': 'actor'}, {'name': 'Ed Helms', 'description': 'actor'}, {'name': 'J.K. Simmons', 'description': 'actor'}, {'name': 'Katt Williams', 'description': 'actor'}, {'name': 'Terry Bradshaw', 'description': 'actor'}, {'name': 'Ving Rhames', 'description': 'actor'}, {'name': 'Christopher Walken', 'description': 'actor'}, {'name': 'Glenn Close', 'description': 'actor'}, {'name': 'Katie Aselton', 'description': 'actor'}, {'name': 'Retta', 'description': 'actor'}, {'name': 'Harry Shearer', 'description': 'actor'}, {'name': 'June Squibb', 'description': 'actor'}, {'name': 'Ivan Mallon', 'description': 'actor'}, {'name': 'Ali Wong', 'description': 'actor'}, {'name': 'Robert Jon Mello', 'description': 'actor'}, {'name': 'Zachary Haven', 'description': 'actor'}, {'name': 'Mary Grill', 'description': 'actor'}, {'name': 'Ann McKenzie', 'description': 'actor'}, {'name': 'Jessica Gomes', 'description': 'actor'}, {'name': 'Sarah Skeist', 'description': 'actor'}, {'name': 'Debra Stipe', 'description': 'actor'}, {'name': 'Ali Bell', 'description': 'actor'}, {'name': 'Andrew A. Kosove', 'description': 'actor'}]"
Miss Austen Regrets,2/3/2008,"History, Drama",Free Services,United Kingdom,Movie,All (G),7.1/10,,"[{'name': 'Jeremy Lovering', 'description': 'director'}, {'name': 'Olivia Williams', 'description': 'actor'}, {'name': 'Greta Scacchi', 'description': 'actor'}, {'name': 'Imogen Poots', 'description': 'actor'}, {'name': 'Phyllida Law', 'description': 'actor'}, {'name': 'Pip Torrens', 'description': 'actor'}, {'name': 'Tom Hiddleston', 'description': 'actor'}, {'name': 'Hugh Bonneville', 'description': 'actor'}, {'name': 'Tom Goodman-Hill', 'description': 'actor'}, {'name': 'Jack Huston', 'description': 'actor'}, {'name': 'Samuel Roukin', 'description': 'actor'}, {'name': 'Adrian Edmondson', 'description': 'actor'}, {'name': 'Jason Watkins', 'description': 'actor'}, {'name': 'Lizanne Tulip', 'description': 'actor'}, {'name': 'Anne Pivcevic', 'description': 'actor'}, {'name': 'Jamie Laurenson', 'description': 'actor'}, {'name': 'David M. Thompson', 'description': 'actor'}, {'name': 'Rebecca Eaton', 'description': 'actor'}, {'name': 'Gwyneth Hughes', 'description': 'author'}, {'name': 'Jennie Muskett', 'description': 'actor'}]"
Night Watcher,10/31/2008,"Mystery, Thriller",Prime Video ,,Movie,18+ (R),2.6/10,,"[{'name': 'Will Gordh', 'description': 'director'}, {'name': 'Daniel Vincent Gordh', 'description': 'actor'}, {'name': 'Kelly Huddleston', 'description': 'actor'}, {'name': 'Christopher Kadish', 'description': 'actor'}, {'name': 'Rachel Owens', 'description': 'actor'}, {'name': 'Jillian Toby', 'description': 'actor'}, {'name': 'Allison Tyler', 'description': 'actor'}, {'name': 'Daniel Vincent Gordh', 'description': 'author'}, {'name': 'David Murray', 'description': 'author'}]"
